driver_trip,prob
10_45,0.0585903235233
10_46,0.802455094794
10_47,0.795831828366
10_48,0.721135544044
10_49,0.791858728488
10_50,0.929436628195
10_51,0.81137880325
10_52,0.790902719247
10_53,0.956303067828
10_54,0.805086628479
10_55,0.838989840786
10_56,0.831662108778
10_57,0.0283613686266
10_58,0.806878966645
10_59,0.930697929744
10_60,0.806051954153
10_61,0.717147394546
10_62,0.927374113504
10_63,0.0586412055744
10_64,0.0208559077643
10_65,0.787313026373
10_66,0.0282424049578
10_67,0.785295660544
10_68,0.0753914334684
10_69,0.797582600914
10_70,0.837331515909
10_71,0.904641303037
10_72,0.76549394288
10_73,0.0958159187712
10_74,0.825387133573
10_75,0.891544549741
10_76,0.056695504606
10_77,0.799480286425
10_78,0.796703989721
10_79,0.932830675999
10_80,0.933826817563
10_81,0.0544918101392
10_82,0.894228398775
10_83,0.803719979585
10_84,0.716659356844
10_85,0.800236350706
10_86,0.820817065406
10_87,0.0208551911157
10_88,0.901601996294
10_89,0.792800404758
10_90,0.0569112158368
10_91,0.80590432454
10_92,0.950983385218
10_93,0.0208544744671
10_94,0.819659677905
10_95,0.790763689417
10_96,0.899308004103
10_97,0.896001387429
10_98,0.792108838852
10_99,0.0427208567673
10_100,0.816277096479
10_101,0.885423653988
10_102,0.885096862223
10_103,0.790545111592
10_104,0.795785246207
10_105,0.908071899919
10_106,0.813551681827
10_107,0.787176146489
10_108,0.788329950747
10_109,0.911843621539
10_110,0.902282095822
10_111,0.0638584074341
10_112,0.849582623848
10_113,0.72378212735
10_114,0.0638598407314
10_115,0.847368179652
10_116,0.818105983725
10_117,0.725070661546
10_118,0.718272532859
10_119,0.812589939396
10_120,0.801229625675
10_121,0.839973799323
10_122,0.0713194360828
10_123,0.788856687473
10_124,0.0786228020379
10_125,0.0288838054612
10_126,0.797815511711
10_127,0.833789838492
10_128,0.775365777444
10_129,0.0342099379093
10_130,0.791963359185
10_131,0.911527579503
10_132,0.716863601697
10_133,0.796117771161
10_134,0.780537830441
10_135,0.767287714344
10_136,0.059435252231
10_137,0.801091312494
10_138,0.0351616472595
10_139,0.769603205994
10_140,0.847355279977
10_141,0.73672265125
10_142,0.912372508211
10_143,0.733189573616
10_144,0.0608821657688
10_145,0.780499131417
10_146,0.787801780723
10_147,0.716994748392
10_148,0.794637891787
10_149,0.0433622572707
10_150,0.791543403101
10_151,0.721821376761
10_152,0.799265291843
10_153,0.835853069832
10_154,0.900486174413
10_155,0.81941028419
10_156,0.779791799241
10_157,0.758806178079
10_158,0.0208537578185
10_159,0.801706913648
10_160,0.785288494058
10_161,0.787943677148
10_162,0.732183398972
10_163,0.785855363106
10_164,0.811526432863
10_165,0.811411769086
10_166,0.792745939464
10_167,0.837630358378
10_168,0.798672623445
10_169,0.0861626620333
10_170,0.777427575486
10_171,0.777880497406
10_172,0.825361334224
10_173,0.778825756919
10_174,0.816259180264
10_175,0.799615733012
10_176,0.789682266669
10_177,0.908988493488
10_178,0.88985254238
10_179,0.774182590593
10_180,0.0597039954587
10_181,0.892585840168
10_182,0.734676619476
10_183,0.799594233554
10_184,0.0676802944559
10_185,0.0899064343569
10_186,0.813738727113
10_187,0.726211566129
10_188,0.832085648104
10_189,0.732848448879
10_190,0.0578729582675
10_191,0.772511366041
10_192,0.789716665802
10_193,0.0361513389859
10_194,0.809509783682
10_195,0.0437872298947
10_196,0.731093376441
10_197,0.813536632206
10_198,0.809681779348
10_199,0.900993561627
10_200,0.886102320219
100_1,0.965633116045
100_2,0.996167363249
100_3,0.994521938047
100_4,0.967540834637
100_5,0.987367635002
100_6,0.752989141334
100_7,0.0208523245212
100_8,0.930265073985
100_9,0.0940866456822
100_10,0.981583564094
100_11,0.0410553654044
100_12,0.987192056093
100_13,0.996699833164
100_14,0.989213721814
100_15,0.745311684806
100_16,0.777532206183
100_17,0.987684393686
100_18,0.993189688286
100_19,0.981751259868
100_20,0.0812629355065
100_21,0.986631636882
100_22,0.982495857771
100_23,0.986104183508
100_24,0.776639978667
100_25,0.804265349175
100_26,0.971650814399
100_27,0.795601784164
100_28,0.944055543132
100_29,0.914852112391
100_30,0.944608795857
100_31,0.962406047367
100_32,0.811772959984
100_33,0.964715805828
100_34,0.88611736984
100_35,0.0401509548622
100_36,0.937521857781
100_37,0.961104613496
100_38,0.020850891224
100_39,0.726382845146
100_40,0.0379006782359
100_41,0.741681142962
100_42,0.74232039352
100_43,0.778339152515
100_44,0.724676504812
100_45,0.723610848333
100_46,0.835137137874
100_47,0.893936006143
100_48,0.773331928697
100_49,0.0251385998404
100_50,0.804417995329
100_51,0.816931396658
100_52,0.879579384597
100_53,0.059849475126
100_54,0.779951611881
100_55,0.820893746807
100_56,0.88690926655
100_57,0.944929854433
100_58,0.0812650854523
100_59,0.9299232326
100_60,0.0992651485172
100_61,0.727026395595
100_62,0.752420838989
100_63,0.781269528669
100_64,0.945040934967
100_65,0.887339972363
100_66,0.967053513584
100_67,0.907044942465
100_68,0.0208501745754
100_69,0.943536689541
100_70,0.795396822662
100_71,0.723641664223
100_72,0.070611387259
100_73,0.934986355009
100_74,0.959490720833
100_75,0.718504010359
100_76,0.785211096009
100_77,0.93930272957
100_78,0.0812665187495
100_79,0.0208487412782
100_80,0.0563178307901
100_81,0.745183404705
100_82,0.93838183611
100_83,0.943442808573
100_84,0.938222740119
100_85,0.935136851216
100_86,0.972149601829
100_87,0.928504268357
100_88,0.781185680782
100_89,0.0812672353981
100_90,0.882933300078
100_91,0.0409378350328
100_92,0.84556795835
100_93,0.966951032833
100_94,0.93044280284
100_95,0.919865069398
100_96,0.8895078344
100_97,0.724432844286
100_98,0.020847307981
100_99,0.906064567171
100_100,0.724040120849
100_101,0.727573915131
100_102,0.0208465913324
100_103,0.900287662749
100_104,0.0208458746838
100_105,0.905484798447
100_106,0.0812679520468
100_107,0.851786318315
100_108,0.942020261088
100_109,0.762977072972
100_110,0.893165608891
100_111,0.716691606031
100_112,0.837036973331
100_113,0.044923117937
100_114,0.793226810679
100_115,0.878218468892
100_116,0.842149544494
100_117,0.957541436621
100_118,0.0453437906694
100_119,0.856004512016
100_120,0.0208430080893
100_121,0.940392752101
100_122,0.938735860522
100_123,0.765924648693
100_124,0.736456057968
100_125,0.856966254447
100_126,0.081269385344
100_127,0.76032833972
100_128,0.922077363649
100_129,0.0812701019926
100_130,0.0477911456627
100_131,0.73632634457
100_132,0.920642633137
100_133,0.956925118819
100_134,0.813038561424
100_135,0.0208408581435
100_136,0.840255442226
100_137,0.724742436484
100_138,0.795366006772
100_139,0.0312000137594
100_140,0.938054327696
100_141,0.789890094765
100_142,0.763174867988
100_143,0.786758340351
100_144,0.944421750571
100_145,0.0459321591758
100_146,0.801648865111
100_147,0.954692041759
100_148,0.907016276521
100_149,0.0812708186412
100_150,0.854850707759
100_151,0.739856555609
100_152,0.742705233822
100_153,0.737598395848
100_154,0.859153465996
100_155,0.0435485859086
100_156,0.778750508815
100_157,0.877972658419
100_158,0.888594107426
100_159,0.753860586041
100_160,0.868388916596
100_161,0.83279799682
100_162,0.766637714057
100_163,0.883818361108
100_164,0.717780195266
100_165,0.0690885089689
100_166,0.900246097129
100_167,0.899823274451
100_168,0.844851309743
100_169,0.833885869405
100_170,0.0530950620039
100_171,0.801370088802
100_172,0.798360881301
100_173,0.0995561078517
100_174,0.0417032157452
100_175,0.8043556469
100_176,0.0208401414949
100_177,0.890837934215
100_178,0.943877097629
100_179,0.0259562959011
100_180,0.723763494487
100_181,0.766376853964
100_182,0.829898436555
100_183,0.847074353723
100_184,0.822509072767
100_185,0.850073528144
100_186,0.0208394248463
100_187,0.971397120792
100_188,0.860417634139
100_189,0.748219844854
100_190,0.726112668621
100_191,0.729352636974
100_192,0.945829965084
100_193,0.0252847961563
100_194,0.932943906479
100_195,0.765306897594
100_196,0.911875154077
100_197,0.848423086401
100_198,0.76474289514
100_199,0.910693400524
100_200,0.0606177224328
1000_1,0.0812722519384
1000_2,0.990132465328
1000_3,0.961306708403
1000_4,0.0358388801932
1000_5,0.986503356782
1000_6,0.993580261777
1000_7,0.981754843111
1000_8,0.88377607884
1000_9,0.0567299037392
1000_10,0.985629045481
1000_11,0.997227286539
1000_12,0.949156647918
1000_13,0.0630794103982
1000_14,0.0208379915491
1000_15,0.0347201917175
1000_16,0.996327175888
1000_17,0.956361116365
1000_18,0.989705342758
1000_19,0.99135076796
1000_20,0.0681410995103
1000_21,0.081272968587
1000_22,0.750000716643
1000_23,0.985702143639
1000_24,0.982181249032
1000_25,0.993209754447
1000_26,0.754200994129
1000_27,0.046170803162
1000_28,0.992630702373
1000_29,0.0306008955238
1000_30,0.0208372749005
1000_31,0.986482573972
1000_32,0.743685609117
1000_33,0.944834540168
1000_34,0.969455719715
1000_35,0.916976975512
1000_36,0.951002018081
1000_37,0.0279707951357
1000_38,0.726116968513
1000_39,0.98779547422
1000_40,0.719443536683
1000_41,0.915307900906
1000_42,0.733390951875
1000_43,0.897911255967
1000_44,0.801380838531
1000_45,0.741719125339
1000_46,0.979872923869
1000_47,0.0339447779246
1000_48,0.850348721209
1000_49,0.100100760793
1000_50,0.0250762514116
1000_51,0.961304558458
1000_52,0.798879018244
1000_53,0.994063999587
1000_54,0.95227335271
1000_55,0.813082993637
1000_56,0.976649438434
1000_57,0.95642561474
1000_58,0.950880904467
1000_59,0.0208365582519
1000_60,0.0812736852356
1000_61,0.960466079587
1000_62,0.895910373056
1000_63,0.0991404516596
1000_64,0.794252334836
1000_65,0.885321889886
1000_66,0.897578014365
1000_67,0.0208351249547
1000_68,0.802808402557
1000_69,0.909773223713
1000_70,0.762699013313
1000_71,0.80514252707
1000_72,0.901535347974
1000_73,0.0208344083061
1000_74,0.881401105356
1000_75,0.795923559388
1000_76,0.93202731291
1000_77,0.762536334079
1000_78,0.93115801815
1000_79,0.767749952696
1000_80,0.981693211331
1000_81,0.907338051746
1000_82,0.798318599033
1000_83,0.944800141035
1000_84,0.806748536599
1000_85,0.831890003035
1000_86,0.895153592127
1000_87,0.0929134919123
1000_88,0.026343286149
1000_89,0.82325367067
1000_90,0.895826525169
1000_91,0.83441332278
1000_92,0.817464583221
1000_93,0.825866571492
1000_94,0.777558005533
1000_95,0.0587573026487
1000_96,0.731904622664
1000_97,0.759322165076
1000_98,0.894872665873
1000_99,0.839785320739
1000_100,0.0351637972053
1000_101,0.812694570092
1000_102,0.0812744018842
1000_103,0.0442258188423
1000_104,0.721920990918
1000_105,0.850163825868
1000_106,0.0398599955277
1000_107,0.786063191202
1000_108,0.890061803773
1000_109,0.786899520127
1000_110,0.932134093553
1000_111,0.82161254536
1000_112,0.0208336916575
1000_113,0.841784770353
1000_114,0.936447601519
1000_115,0.794354098938
1000_116,0.800753054352
1000_117,0.94174148478
1000_118,0.796186569427
1000_119,0.934188008461
1000_120,0.91029422725
1000_121,0.716817736186
1000_122,0.786850788022
1000_123,0.0571606095521
1000_124,0.850866858152
1000_125,0.89896974596
1000_126,0.749772822386
1000_127,0.773506074308
1000_128,0.840595850314
1000_129,0.786863687697
1000_130,0.894449126546
1000_131,0.808487842768
1000_132,0.881564501238
1000_133,0.801785028346
1000_134,0.862632794984
1000_135,0.0854173474819
1000_136,0.892261914997
1000_137,0.806416011645
1000_138,0.75960810787
1000_139,0.825586361886
1000_140,0.0750366924079
1000_141,0.818958795567
1000_142,0.786491030421
1000_143,0.845906216493
1000_144,0.835114921767
1000_145,0.0605123750875
1000_146,0.0812751185328
1000_147,0.0300390430159
1000_148,0.0686807359114
1000_149,0.100101477442
1000_150,0.0208329750088
1000_151,0.0744748398999
1000_152,0.805621964989
1000_153,0.889492068131
1000_154,0.885837876883
1000_155,0.880284566826
1000_156,0.719350372364
1000_157,0.811922022894
1000_158,0.900059768491
1000_159,0.890238815979
1000_160,0.733616696186
1000_161,0.742255895145
1000_162,0.0812772684786
1000_163,0.77713231626
1000_164,0.10010219409
1000_165,0.0525948412761
1000_166,0.817745509475
1000_167,0.825620044371
1000_168,0.0406375592665
1000_169,0.831604776889
1000_170,0.800404763129
1000_171,0.856230972976
1000_172,0.896912964458
1000_173,0.799833594189
1000_174,0.811375220007
1000_175,0.0676093462438
1000_176,0.0812779851272
1000_177,0.824099316026
1000_178,0.757800720083
1000_179,0.818429908895
1000_180,0.798956416294
1000_181,0.886303698477
1000_182,0.0693758850603
1000_183,0.777726417956
1000_184,0.0208293917658
1000_185,0.830533387221
1000_186,0.824626769401
1000_187,0.885438703609
1000_188,0.877805679294
1000_189,0.827522029774
1000_190,0.793266226353
1000_191,0.082641050778
1000_192,0.0342930691477
1000_193,0.842292874216
1000_194,0.777671952662
1000_195,0.765306180945
1000_196,0.766995321712
1000_197,0.786593511172
1000_198,0.841034439262
1000_199,0.789889378116
1000_200,0.782442682439
1001_1,0.991358651095
1001_2,0.747847187578
1001_3,0.938522299237
1001_4,0.0474808368158
1001_5,0.745934452446
1001_6,0.99279696485
1001_7,0.0796755588417
1001_8,0.0638727404063
1001_9,0.994840846677
1001_10,0.993483514215
1001_11,0.951669217935
1001_12,0.987631361689
1001_13,0.0495082357253
1001_14,0.977497233736
1001_15,0.724973197336
1001_16,0.991687592806
1001_17,0.958852903573
1001_18,0.992645751994
1001_19,0.746501321494
1001_20,0.738963611444
1001_21,0.993539412807
1001_22,0.773291796375
1001_23,0.753713673076
1001_24,0.956083773355
1001_25,0.94549744013
1001_26,0.0300526593394
1001_27,0.880644324427
1001_28,0.0611430258618
1001_29,0.957951359625
1001_30,0.903172173392
1001_31,0.0638713071091
1001_32,0.0263153368533
1001_33,0.79865972377
1001_34,0.722909249347
1001_35,0.100102910739
1001_36,0.059411602827
1001_37,0.971978322812
1001_38,0.880597025619
1001_39,0.9650898964
1001_40,0.852664929507
1001_41,0.044341199268
1001_42,0.0638691571633
1001_43,0.0543950625772
1001_44,0.96304243133
1001_45,0.890551274772
1001_46,0.933424777694
1001_47,0.0367848563546
1001_48,0.0510612132569
1001_49,0.0682027312905
1001_50,0.0806867500264
1001_51,0.0685030070568
1001_52,0.920345940614
1001_53,0.0454276385564
1001_54,0.971597782402
1001_55,0.0208286751172
1001_56,0.939735585328
1001_57,0.737570446552
1001_58,0.908382925415
1001_59,0.0504334290771
1001_60,0.0960896785391
1001_61,0.720976448054
1001_62,0.046194452566
1001_63,0.949269161749
1001_64,0.95476872316
1001_65,0.895394386059
1001_66,0.969369721882
1001_67,0.0208279584686
1001_68,0.82889297856
1001_69,0.751845370157
1001_70,0.800155369413
1001_71,0.818359677332
1001_72,0.913464680688
1001_73,0.793648916709
1001_74,0.74522210373
1001_75,0.725614597839
1001_76,0.848084828259
1001_77,0.908758449285
1001_78,0.0322413041855
1001_79,0.794511761632
1001_80,0.793268376299
1001_81,0.748634784397
1001_82,0.970478377278
1001_83,0.751250551814
1001_84,0.063482883564
1001_85,0.860510081809
1001_86,0.837575176435
1001_87,0.067891705795
1001_88,0.937137734128
1001_89,0.0808644788809
1001_90,0.821550913579
1001_91,0.745290185348
1001_92,0.03129747797
1001_93,0.0532527246975
1001_94,0.0313333104003
1001_95,0.042685024337
1001_96,0.02082724182
1001_97,0.0687889498511
1001_98,0.0738821715018
1001_99,0.945786249519
1001_100,0.936107910079
1001_101,0.765735453461
1001_102,0.0883634899058
1001_103,0.975605998062
1001_104,0.812656587716
1001_105,0.0235684227422
1001_106,0.765136335225
1001_107,0.908751999447
1001_108,0.939005320398
1001_109,0.897620296633
1001_110,0.942978420276
1001_111,0.100103627388
1001_112,0.0610355285707
1001_113,0.0213167128186
1001_114,0.932382770619
1001_115,0.745737374079
1001_116,0.100104344036
1001_117,0.780356518344
1001_118,0.0501976516854
1001_119,0.951417674273
1001_120,0.902897696976
1001_121,0.723847342374
1001_122,0.911156355524
1001_123,0.751398898075
1001_124,0.848443152562
1001_125,0.720557925267
1001_126,0.814219598328
1001_127,0.0208265251714
1001_128,0.948258687213
1001_129,0.832872528275
1001_130,0.803270640909
1001_131,0.788433148146
1001_132,0.83178967223
1001_133,0.759077787901
1001_134,0.899708610674
1001_135,0.839166136343
1001_136,0.796672457183
1001_137,0.930457135812
1001_138,0.0673284199898
1001_139,0.841861451754
1001_140,0.808717170323
1001_141,0.717635432247
1001_142,0.0603776451494
1001_143,0.0231140675253
1001_144,0.916878078004
1001_145,0.915998750163
1001_146,0.902671236016
1001_147,0.963551251841
1001_148,0.783395825087
1001_149,0.914639984404
1001_150,0.798643240852
1001_151,0.822056867496
1001_152,0.0376684840872
1001_153,0.0409822672465
1001_154,0.877415105803
1001_155,0.836671482541
1001_156,0.0208258085228
1001_157,0.936649696426
1001_158,0.0424958291047
1001_159,0.0512819410279
1001_160,0.778473882453
1001_161,0.83063156808
1001_162,0.791675266445
1001_163,0.749453197107
1001_164,0.828125447901
1001_165,0.845707704829
1001_166,0.87820915246
1001_167,0.805124610855
1001_168,0.789625651429
1001_169,0.85930037896
1001_170,0.802524609708
1001_171,0.0476349162663
1001_172,0.78328116131
1001_173,0.0208243752256
1001_174,0.895175808234
1001_175,0.830557753274
1001_176,0.728926231053
1001_177,0.100105060685
1001_178,0.750256560195
1001_179,0.857632737652
1001_180,0.94285802331
1001_181,0.903359218679
1001_182,0.0306503442777
1001_183,0.829554445224
1001_184,0.834770213787
1001_185,0.82971067462
1001_186,0.807460885314
1001_187,0.778483198885
1001_188,0.759894767313
1001_189,0.918704815303
1001_190,0.831734490287
1001_191,0.907622561243
1001_192,0.735950104051
1001_193,0.831652792346
1001_194,0.0270147858938
1001_195,0.934483984335
1001_196,0.828824180293
1001_197,0.734896630599
1001_198,0.842123745145
1001_199,0.100107210631
1001_200,0.020823658577
1002_1,0.966718838684
1002_2,0.910728516306
1002_3,0.994354958922
1002_4,0.99618742941
1002_5,0.897204640441
1002_6,0.0887920457728
1002_7,0.0389376687704
1002_8,0.721958256645
1002_9,0.100107927279
1002_10,0.973722645522
1002_11,0.925576042149
1002_12,0.903810707301
1002_13,0.988474140451
1002_14,0.991850988688
1002_15,0.984786266719
1002_16,0.0985291503977
1002_17,0.931722737252
1002_18,0.736969895019
1002_19,0.976096185709
1002_20,0.757357831244
1002_21,0.085725506383
1002_22,0.854723860955
1002_23,0.0721622148448
1002_24,0.755444379462
1002_25,0.748259977176
1002_26,0.0546473228869
1002_27,0.983431084203
1002_28,0.74468175068
1002_29,0.0520243889849
1002_30,0.753686440429
1002_31,0.851021654251
1002_32,0.927999031089
1002_33,0.974397011861
1002_34,0.97109971162
1002_35,0.976058203333
1002_36,0.0887870292326
1002_37,0.100108643928
1002_38,0.981393652213
1002_39,0.0887877458812
1002_40,0.748946526542
1002_41,0.907552329679
1002_42,0.984726068236
1002_43,0.100109360576
1002_44,0.933276431432
1002_45,0.98573224288
1002_46,0.750397023322
1002_47,0.721779094494
1002_48,0.754748513665
1002_49,0.0208222252797
1002_50,0.718110570274
1002_51,0.959029915778
1002_52,0.749587927045
1002_53,0.755695923124
1002_54,0.968904616936
1002_55,0.738952145066
1002_56,0.0368765873763
1002_57,0.736586488014
1002_58,0.93844848443
1002_59,0.0208207919825
1002_60,0.74622541178
1002_61,0.838045297921
1002_62,0.970565808408
1002_63,0.0690003611902
1002_64,0.0887884625298
1002_65,0.905743508595
1002_66,0.966882951216
1002_67,0.0208200753339
1002_68,0.965279808281
1002_69,0.734989794918
1002_70,0.966915917051
1002_71,0.89587740722
1002_72,0.859620720888
1002_73,0.738753633402
1002_74,0.833072473236
1002_75,0.946922137561
1002_76,0.746813063638
1002_77,0.832945626433
1002_78,0.0887906124756
1002_79,0.978841666523
1002_80,0.100110077225
1002_81,0.826722249929
1002_82,0.972516525916
1002_83,0.967575950419
1002_84,0.0208193586853
1002_85,0.808581007087
1002_86,0.971531134081
1002_87,0.848369337756
1002_88,0.0778323386242
1002_89,0.100111510522
1002_90,0.81537626918
1002_91,0.912922177692
1002_92,0.818699368772
1002_93,0.08879347907
1002_94,0.0747557661539
1002_95,0.919882268965
1002_96,0.878293716995
1002_97,0.832192428747
1002_98,0.0288013908714
1002_99,0.842879092776
1002_100,0.943616237536
1002_101,0.965653898854
1002_102,0.0673492027994
1002_103,0.843183668434
1002_104,0.741181638883
1002_105,0.0300662756629
1002_106,0.834828262324
1002_107,0.795779513018
1002_108,0.861149332367
1002_109,0.964024239922
1002_110,0.0788886786711
1002_111,0.925277199679
1002_112,0.750518136937
1002_113,0.0887949123673
1002_114,0.828498821826
1002_115,0.720897616707
1002_116,0.955187245947
1002_117,0.100112227171
1002_118,0.0628328832774
1002_119,0.0208186420367
1002_120,0.757681756414
1002_121,0.755569792969
1002_122,0.756351656599
1002_123,0.0384059155039
1002_124,0.755819903333
1002_125,0.928124444596
1002_126,0.753825470259
1002_127,0.0496744982022
1002_128,0.0682442969097
1002_129,0.876205402954
1002_130,0.0887956290159
1002_131,0.0887963456645
1002_132,0.0887970623131
1002_133,0.754955625112
1002_134,0.838959024895
1002_135,0.771057286018
1002_136,0.754297741691
1002_137,0.918263359761
1002_138,0.0208179253881
1002_139,0.728469009241
1002_140,0.84210009574
1002_141,0.740158981321
1002_142,0.753935834144
1002_143,0.0208172087395
1002_144,0.729798392407
1002_145,0.798497044536
1002_146,0.0874691124441
1002_147,0.757988482018
1002_148,0.809888890795
1002_149,0.0880553310047
1002_150,0.800806086349
1002_151,0.868205454553
1002_152,0.876861853078
1002_153,0.947581454279
1002_154,0.727901423544
1002_155,0.886865550985
1002_156,0.0497382799282
1002_157,0.875882194432
1002_158,0.756197577149
1002_159,0.86212540777
1002_160,0.872394265661
1002_161,0.843476777715
1002_162,0.843390063233
1002_163,0.753376848231
1002_164,0.944418883976
1002_165,0.84329904886
1002_166,0.0679569208182
1002_167,0.904794665839
1002_168,0.757243884115
1002_169,0.741320668713
1002_170,0.835279034298
1002_171,0.0208164920909
1002_172,0.943781066716
1002_173,0.0208157754423
1002_174,0.937860832572
1002_175,0.0208150587937
1002_176,0.0456426331385
1002_177,0.0471834276438
1002_178,0.89902134466
1002_179,0.0208143421451
1002_180,0.7553992306
1002_181,0.826718666685
1002_182,0.884497027339
1002_183,0.0208136254965
1002_184,0.0594495852032
1002_185,0.94475140893
1002_186,0.754428171738
1002_187,0.859716035153
1002_188,0.843053238388
1002_189,0.810164800509
1002_190,0.776590529913
1002_191,0.738741450376
1002_192,0.804025271892
1002_193,0.0753814003879
1002_194,0.948921587175
